pozitie,url,angajator,detalii,publicat_in,expira_in,judet,url_judet,tip,updates
SEF SERVICIU GRAD II,https://posturi.gov.ro/anunt/sef-serviciu-grad-ii-4/,Serviciul Public de Administrare a Unităţilor de Învăţământ Preuniversitar de Stat Sibiu,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
MUNCITOR CALIFICAT IV (bucatar),https://posturi.gov.ro/anunt/muncitor-calificat-iv-bucatar-10/,Academia Fortelor Terestre „Nicolae Balcescu”,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
"administrator financiar (0,5 normă)",https://posturi.gov.ro/anunt/administrator-financiar-05-norma-38/,Școala Gimnazială Bălești,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Vrancea,https://posturi.gov.ro/?judet=Vrancea,Permanent,2024-09-22: New entry
"referent, asistent medical, îngrijitoare, muncitor necalificat",https://posturi.gov.ro/anunt/referent-asistent-medical-ingrijitoare-muncitor-necalificat/,"Spitalul Universitar de Urgență Elias, București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Cancelarist relații,https://posturi.gov.ro/anunt/cancelarist-relatii-2/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Referent relații /Consilier relații,https://posturi.gov.ro/anunt/referent-relatii-consilier-relatii-8/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Referent relații /Consilier relații,https://posturi.gov.ro/anunt/referent-relatii-consilier-relatii-5/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
mediator scolar,https://posturi.gov.ro/anunt/mediator-scolar-69/,Scoala Gimnaziala Ovidiu Hulea Aiud/Scoala Gimnaziala Liviu Rebreanu Aiud,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  9/10/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-22: New entry
"asistent medical principal generalist (2 posturi), asistent medical  generalist (1 post)",https://posturi.gov.ro/anunt/asistent-medical-principal-generalist-2-posturi-asistent-medical-generalist-1-post/,Spitalul Clinic Județean de Urgență Ilfov,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Muncitor necalificat -atributii de curatenie,https://posturi.gov.ro/anunt/muncitor-necalificat-atributii-de-curatenie/,Serviciul de Ambulanță București-Ilfov,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Referent relații /Consilier relații,https://posturi.gov.ro/anunt/referent-relatii-consilier-relatii-10/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
administrator financiar IS,https://posturi.gov.ro/anunt/administrator-financiar-is-24/,"Școala Gimnazială ,, Nicu Constantinescu'' Buzău","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,2024-09-22: New entry
LABORANT DEBUTANT,https://posturi.gov.ro/anunt/laborant-debutant-10/,Academia Fortelor Terestre „Nicolae Balcescu”,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1970/,"  Liceul Tehnologic Cogealac , Loc. Cogealac, Jud.. Constanța","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Ingrijitor I,https://posturi.gov.ro/anunt/ingrijitor-i-80/,Liceul Tehnologic nr.1 borcea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Călăraşi,https://posturi.gov.ro/?judet=Călăraşi,Permanent,2024-09-22: New entry
REFERENT DE SPECIALITATE GR.II,https://posturi.gov.ro/anunt/referent-de-specialitate-gr-ii-9/,Academia Fortelor Terestre „Nicolae Balcescu”,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
referent I,https://posturi.gov.ro/anunt/referent-i-14/,SPITALUL MUNICIPAL DR CORNEL IGNA CAMPIA TURZII,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
Muncitor ajutor bucătar,https://posturi.gov.ro/anunt/muncitor-ajutor-bucatar-2/,CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ MĂICĂNEȘTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  30/09/2024,Vrancea,https://posturi.gov.ro/?judet=Vrancea,Permanent,2024-09-22: New entry
Însoțitor grup excursii,https://posturi.gov.ro/anunt/insotitor-grup-excursii/,"Școala Gimnazială Ocnița, județul Dâmbovița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Dâmboviţa,https://posturi.gov.ro/?judet=Dâmboviţa,Temporar,2024-09-22: New entry
Consilier gr. I A,https://posturi.gov.ro/anunt/consilier-gr-i-a-2/,Autoritatea Națională pentru Protecția Consumatorilor,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
INFORMATICIAN,https://posturi.gov.ro/anunt/informatician-156/,"Școala Gimnazială Nr. 1, Dărăști-Ilfov, județul Ilfov","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Ilfov,https://posturi.gov.ro/?judet=Ilfov,Permanent,2024-09-22: New entry
Referent relații /Consilier relații,https://posturi.gov.ro/anunt/referent-relatii-consilier-relatii-11/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
"Cercetător științific I, Cercetător științific II și Cercetător științific",https://posturi.gov.ro/anunt/cercetator-stiintific-i-cercetator-stiintific-ii-si-cercetator-stiintific/,Institutul Revoluției Române din Decembrie 1989,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  17/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
economist specialist 1A,https://posturi.gov.ro/anunt/economist-specialist-1a-8/,SERVICIUL DE AMBULANTA AL JUD. CLUJ,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
portar,https://posturi.gov.ro/anunt/portar-91/,"Colegiul Economic „Partenie Cosma”, Oradea,  județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Permanent,2024-09-22: New entry
Referent relații /Consilier relații,https://posturi.gov.ro/anunt/referent-relatii-consilier-relatii-4/,MINISTERUL AFACERILOR EXTERNE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  22/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
ADMINISTRATOR FINANCIAR TR. II,https://posturi.gov.ro/anunt/administrator-financiar-tr-ii-2/,"Academia Forțelor Terestre „Nicolae Balcescu”, Sibiu","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-22: New entry
EDUCATOR STUDII M,https://posturi.gov.ro/anunt/educator-studii-m-3/,Directia Generală de Asistență Socială și Protecția Copilului Harghita,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent,2024-09-22: New entry
Director medical,https://posturi.gov.ro/anunt/director-medical-81/,"Spitalul Municipal de Urgență Roman,  județul Neamț","Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,2024-09-22: New entry
Bucătar calificat,https://posturi.gov.ro/anunt/bucatar-calificat-42/,Liceul Tehnologic nr.1 borcea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Călăraşi,https://posturi.gov.ro/?judet=Călăraşi,Permanent,2024-09-22: New entry
Registrator medical,https://posturi.gov.ro/anunt/registrator-medical-61/,Spitalul Județean de Urgență  Satu Mare,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Satu Mare,https://posturi.gov.ro/?judet=Satu Mare,Permanent,2024-09-22: New entry
Secretar,https://posturi.gov.ro/anunt/secretar-339/,Liceul Tehnologic Făget,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  30/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Permanent,2024-09-22: New entry
Îngrijitor; Muncitor-Fochist,https://posturi.gov.ro/anunt/ingrijitor-muncitor-fochist-2/,ŞCOALA GIMNAZIALĂ TELIUCU INFERIOR,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent,2024-09-22: New entry
SECRETAR,https://posturi.gov.ro/anunt/secretar-337/,"GRĂDINIȚA CU PROGRAM PRELUNGIT ,,FLOARE DE COLȚ” BEIUȘ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  24/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Temporar,2024-09-22: New entry
REFERENT DE SPECIALITATE GR.III,https://posturi.gov.ro/anunt/referent-de-specialitate-gr-iii-15/,Academia Fortelor Terestre „Nicolae Balcescu”,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
șofer,https://posturi.gov.ro/anunt/sofer-259/,"Primăria Comunei Cârlibaba, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Permanent,2024-09-22: New entry
INGINER DEBUTANT APARATURA MEDICALA,https://posturi.gov.ro/anunt/inginer-debutant-aparatura-medicala/,Spitalul Clinic de Urgență pentru Copii  Brașov,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-22: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1986/,"Școala Gimnazială, Comuna Bălăceanu, județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,2024-09-22: New entry
MUNCITOR CALIFICAT I (ELECTRONIST TELECOMUNICATII),https://posturi.gov.ro/anunt/muncitor-calificat-i-electronist-telecomunicatii/,U.M.02049 CONSTANTA,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Muncitor calificat gradul I,https://posturi.gov.ro/anunt/muncitor-calificat-gradul-i-2/,COMUNA BOSANCI,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Permanent,2024-09-22: New entry
șofer,https://posturi.gov.ro/anunt/sofer-261/,"Centrul Școlar pentru Educație Incluzivă „Dumitru Ciumăgeanu” Timișoara, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
muncitor calificat IV – I (fochist),https://posturi.gov.ro/anunt/muncitor-calificat-iv-i-fochist-8/,"ȘCOALA GIMNAZIALĂ ,,COSTACHE ANTONIU” ȚIGĂNAȘI, judeţul IAȘI","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-22: New entry
referent de specialitate,https://posturi.gov.ro/anunt/referent-de-specialitate-144/,UNIVERSITATEA DIN BUCURESTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Temporar,2024-09-22: New entry
Referent de specialitate IA (S),https://posturi.gov.ro/anunt/referent-de-specialitate-ia-s-4/,Academia Română Filiala Iași,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-22: New entry
MUNCITOR CALIFICAT II,https://posturi.gov.ro/anunt/muncitor-calificat-ii-26/,UM 02214 Bucuresti,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  4/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Muncitor,https://posturi.gov.ro/anunt/muncitor-223/,"Școala Gimnazială Galbinasi, județul Buzău","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,2024-09-22: New entry
"Infirmier, Ingrijitor, Bucatar",https://posturi.gov.ro/anunt/infirmier-ingrijitor-bucatar-3/,CRESA - CRAIOVA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,2024-09-22: New entry
SECRETAR ȘEF,https://posturi.gov.ro/anunt/secretar-sef-107/,LICEUL CU PROGRAM SPORTIV VASLUI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Vaslui,https://posturi.gov.ro/?judet=Vaslui,Temporar,2024-09-22: New entry
mediator sanitar,https://posturi.gov.ro/anunt/mediator-sanitar-21/,"Primăria Bazna, județul Sibiu","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
asistent medical comunitar,https://posturi.gov.ro/anunt/asistent-medical-comunitar-149/,"Primăria Bazna, județul Sibiu","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
Maseur debutant,https://posturi.gov.ro/anunt/maseur-debutant/,Spitalul Prof Dr Constantin Angelescu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
MUNCITOR CALIFICAT IV (zugrav-vopsitor),https://posturi.gov.ro/anunt/muncitor-calificat-iv-zugrav-vopsitor-2/,Academia Fortelor Terestre „Nicolae Balcescu”,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  2/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-22: New entry
muncitor calificat – sofer,https://posturi.gov.ro/anunt/muncitor-calificat-sofer-16/,Municipiul Roșiori de Vede,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 18 septembrie,2024",Expiră in  1/10/2024,Teleorman,https://posturi.gov.ro/?judet=Teleorman,Permanent,2024-09-22: New entry
conducător auto,https://posturi.gov.ro/anunt/conducator-auto-13/,"Școala Gimnazială Cărpiniș, județul Gorj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  10/10/2024,Gorj,https://posturi.gov.ro/?judet=Gorj,Permanent,2024-09-22: New entry
Paznic,https://posturi.gov.ro/anunt/paznic-526/,"Clubul Sportiv Municipal „Rarăul”, Câmpulung Moldovenesc, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Permanent,2024-09-22: New entry
Expert în învăţământ,https://posturi.gov.ro/anunt/expert-in-invatamant/,"Şcoala Profesională Sâg, județul Sălaj","Alte functii, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  23/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Temporar,2024-09-22: New entry
Electromencanic – Serviciul Public Gosloc Făcăeni,https://posturi.gov.ro/anunt/electromencanic-serviciul-public-gosloc-facaeni/,"Consiliul Local  - Serviciul Public Gosloc Făcăeni, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  2/10/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-22: New entry
Muncitor I,https://posturi.gov.ro/anunt/muncitor-i-35/,"Școala Gimnazială Eșelnița, județul Mehedinți","Alte functii, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent,2024-09-22: New entry
"Îngrijitor curățenie (0,5 normă)",https://posturi.gov.ro/anunt/ingrijitor-curatenie-05-norma-8/,"Școala Gimnazială Meteș, județul Alba","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  8/10/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-22: New entry
ADMINISTRATOR FINANCIAR – CONTABIL,https://posturi.gov.ro/anunt/administrator-financiar-contabil-47/,"Școala Gimnazială „Ștefan Pascu”, Apahida, județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
ÎNGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1976/,"Școala Gimnazială nr. 24, Timișoara","Alte functii, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  4/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
casier,https://posturi.gov.ro/anunt/casier-80/,"Primăria Comunei Frecăței, județul Brăila","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  23/09/2024,Brăila,https://posturi.gov.ro/?judet=Brăila,Permanent,2024-09-22: New entry
ȘOFER MICROBUZ ȘCOLAR,https://posturi.gov.ro/anunt/sofer-microbuz-scolar-160/,"LICEUL TEHNOLOGIC „OCTAVIAN GOGA”, JIBOU,  JUDEȚUL SĂLAJ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Temporar,2024-09-22: New entry
Șofer,https://posturi.gov.ro/anunt/sofer-258/,"Comuna Mica, județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  9/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
"Referent, treapta profesională IA",https://posturi.gov.ro/anunt/referent-treapta-profesionala-ia-2/,"Comuna Dobrosloveni, județul Olt","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Olt,https://posturi.gov.ro/?judet=Olt,Permanent,2024-09-22: New entry
inspector de specialitate grad I,https://posturi.gov.ro/anunt/inspector-de-specialitate-grad-i-9/,"Primăria Comunei Cergău, județul Alba","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  26/09/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-22: New entry
SECRETAR,https://posturi.gov.ro/anunt/secretar-336/,"Liceul Tehnologic Râșnov, județul Brașov","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  25/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Temporar,2024-09-22: New entry
Îngrijitoare vacant,https://posturi.gov.ro/anunt/ingrijitoare-vacant/,ȘCOALA GIMNAZIALĂ NR.1 -1 DECEMBRIE,"Funcție contractuală, Consilii județene, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Ilfov,https://posturi.gov.ro/?judet=Ilfov,Permanent,2024-09-22: New entry
"secretar 0,5 norma",https://posturi.gov.ro/anunt/secretar-05-norma-25/,Liceul Tehnologic ”Georgeta J. Cancicov” Parincea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  27/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Permanent,2024-09-22: New entry
Guard,https://posturi.gov.ro/anunt/guard-69/,"Primăria Comunei Poiana Ilvei, judeţul Bistriţa-Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-22: New entry
îngrijitor I – G (cantină),https://posturi.gov.ro/anunt/ingrijitor-i-g-cantina/,"Colegiul Economic „Iulian Pop” Cluj-Napoca, județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
"MUNCITORI NECALIFICAȚI, FOCHIȘTI, GARDEROBIER",https://posturi.gov.ro/anunt/muncitori-necalificati-fochisti-garderobier/,Spitalul Clinic Județean de Urgența „Sfăntul Apostol Andrei” Constanța,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  2/10/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Administrator patrimoniu – IS,https://posturi.gov.ro/anunt/administrator-patrimoniu-is-8/,Grădinița cu Program Prelungit „2 Pitici” Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
ÎNGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1972/,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  2/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1967/,"Școala Gimnazială Secu, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,2024-09-22: New entry
Referent IA,https://posturi.gov.ro/anunt/referent-ia-60/,"Unitatea Militară 01812 Moara Vlăsiei, județul Ilfov","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent,2024-09-22: New entry
Expert accesare fonduri structurale si de coeziune europene 1A,https://posturi.gov.ro/anunt/expert-accesare-fonduri-structurale-si-de-coeziune-europene-1a-2/,ICDEAPA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,2024-09-22: New entry
referent de specialitate,https://posturi.gov.ro/anunt/referent-de-specialitate-143/,UNIVERSITATEA DIN BUCURESTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Temporar,2024-09-22: New entry
"Director, gradul II",https://posturi.gov.ro/anunt/director-gradul-ii-5/,Primăria orașului Ineu,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Arad,https://posturi.gov.ro/?judet=Arad,Permanent,2024-09-22: New entry
Inspector debutant,https://posturi.gov.ro/anunt/inspector-debutant-9/,"Primăria Comunei Monor, jud.Bistriţa-Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-22: New entry
îngrijitor copii,https://posturi.gov.ro/anunt/ingrijitor-copii-88/,Grădinița cu Program Prelungit Nr. 33 Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-22: New entry
șofer I,https://posturi.gov.ro/anunt/sofer-i-63/,PRIMĂRIA COMUNEI GHELINȚA ,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  2/10/2024,Covasna,https://posturi.gov.ro/?judet=Covasna,Permanent,2024-09-22: New entry
