pozitie,url,angajator,detalii,publicat_in,expira_in,judet,url_judet,tip,updates
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1936/,"Școala Gimnazială Sudriaș, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
îngrijitor I M/G,https://posturi.gov.ro/anunt/ingrijitor-i-m-g-10/,"Liceul Teoretic Costești, județul Argeș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
INGINER DEBUTANT,https://posturi.gov.ro/anunt/inginer-debutant-29/,UNITATEA MILITARA 02484 BUCURESTI - INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE MEDICO MILITARA CANTACUZINO,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
auditor IA,https://posturi.gov.ro/anunt/auditor-ia-3/,Casa Oamenilor de Știință,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
"muncitor necalificat(operator deratizare,dezinsectie,dezinfectie)",https://posturi.gov.ro/anunt/muncitor-necalificatoperator-deratizaredezinsectiedezinfectie/,DIRECTIA DE INFRASTRUCTURA SI SERVICII BISTRITA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
"educator, părinte social, îngrijitoare",https://posturi.gov.ro/anunt/educator-parinte-social-ingrijitoare/,Direcția Generală de Asistență Socială și Protecția Copilului Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-11: New entry
Muncitor calificat; Muncitor necalificat și Paznic,https://posturi.gov.ro/anunt/muncitor-calificat-muncitor-necalificat-si-paznic/,Primăria comunei Găneasa,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Ilfov,https://posturi.gov.ro/?judet=Ilfov,Permanent,2024-09-11: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1941/,Scoala Gimnaziala Marin Gh Popescu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Giurgiu,https://posturi.gov.ro/?judet=Giurgiu,Permanent,2024-09-11: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1937/,"Colegiul Național „Grigore Moisil”, Urziceni, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-11: New entry
Șofer,https://posturi.gov.ro/anunt/sofer-255/,UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT DIN BUCURESTI,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
INGRIJITOR si  INFORMATICIAN,https://posturi.gov.ro/anunt/ingrijitor-si-informatician-2/,"  CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ , SIGHETU MARMAȚIEI,  JUD. MARAMUREȘ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  17/09/2024,Maramureş,https://posturi.gov.ro/?judet=Maramureş,Temporar,2024-09-11: New entry
"1 post kinetoterapeut – post vacant, pe perioadă nedeterminată, cu normă întreagă",https://posturi.gov.ro/anunt/1-post-kinetoterapeut-post-vacant-pe-perioada-nedeterminata-cu-norma-intreaga/,Spitalul Orasenesc Beclean,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  27/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
"Bibliotecar, studii superioare",https://posturi.gov.ro/anunt/bibliotecar-studii-superioare-7/,"Universitatea Tehnică din Cluj Napoca, județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
"sociolog S III, auditor S II, inginer S II, referent M II (2 posturi de 0,5 normă)",https://posturi.gov.ro/anunt/sociolog-s-iii-auditor-s-ii-inginer-s-ii-referent-m-ii-2-posturi-de-05-norma/,Universitatea „Valahia” din Târgoviște,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Dâmboviţa,https://posturi.gov.ro/?judet=Dâmboviţa,Permanent,2024-09-11: New entry
REFERENT IA,https://posturi.gov.ro/anunt/referent-ia-57/,PRIMARIA MUNICIPIULUI VASLUI,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Vaslui,https://posturi.gov.ro/?judet=Vaslui,Permanent,2024-09-11: New entry
Șofer (conducător auto transport rutier de marfuri),https://posturi.gov.ro/anunt/sofer-conducator-auto-transport-rutier-de-marfuri/,"Direcția de Infrastructură și Servicii Bistrița, județul Bistrița-Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
Expert gradul IA,https://posturi.gov.ro/anunt/expert-gradul-ia-6/,Consiliul Economic și Social ,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
ingrijitor curatenie,https://posturi.gov.ro/anunt/ingrijitor-curatenie-132/,SPITALUL MUNICIPAL DEJ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
Îngrijitor școala,https://posturi.gov.ro/anunt/ingrijitor-scoala-81/,ȘCOALA GIMNAZIALĂ NR 309,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
"muncitor necalificat, peisagist, referent",https://posturi.gov.ro/anunt/muncitor-necalificat-peisagist-referent/,UNIVERSITATEA DIN BUCURESTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
un post medic specialist nefrologie,https://posturi.gov.ro/anunt/un-post-medic-specialist-nefrologie/,SPITALUL JUDETEAN DE URGENTA VALCEA,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,2024-09-11: New entry
muncitor de întreținere,https://posturi.gov.ro/anunt/muncitor-de-intretinere-36/,"Școala Gimnazială Băișești, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Permanent,2024-09-11: New entry
îngrijitor I M,https://posturi.gov.ro/anunt/ingrijitor-i-m-95/,"Școala Gimnazială „Ferdinand I” Movila, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-11: New entry
6 POSTURI INSTRUCTOR DE EDUCAȚIE PRINCIPAL,https://posturi.gov.ro/anunt/6-posturi-instructor-de-educatie-principal/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI PRAHOVA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,2024-09-11: New entry
medic specialist Medicina de Laborator,https://posturi.gov.ro/anunt/medic-specialist-medicina-de-laborator-18/,SPITALUL MUNICIPAL CALAFAT,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  17/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Temporar,2024-09-11: New entry
"SEF SERVICIU, GRAD II",https://posturi.gov.ro/anunt/sef-serviciu-grad-ii-3/,CONSILIUL JUDETEAN BRAILA,"Funcție contractuală, Consilii județene, Funcții de conducere","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Brăila,https://posturi.gov.ro/?judet=Brăila,Permanent,2024-09-11: New entry
"Educator S principal, Magaziner (M;G), Educator S, Infirmiera (G), Psihopedagog S principal",https://posturi.gov.ro/anunt/educator-s-principal-magaziner-mg-educator-s-infirmiera-g-psihopedagog-s-principal/,Directia Generala de Asistenta Sociala si Protectia Copilului Bistrita-Nasaud,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
paznic,https://posturi.gov.ro/anunt/paznic-509/,Poliția Locală Iași,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
sef compartiment comunitar de utilitati publice,https://posturi.gov.ro/anunt/sef-compartiment-comunitar-de-utilitati-publice/,Primaria Comunei Schitu Golesti,"Funcție contractuală, Primării, Funcții de conducere","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
Analist gradul IA,https://posturi.gov.ro/anunt/analist-gradul-ia/,Unitatea Militara 02443 Bucuresti,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Gestionar,https://posturi.gov.ro/anunt/gestionar-2/,INSTITUTUL DE CERCETARI PENTRU INTELIGENTA ARTIFICIALA „MIHAI DRAGANESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Paznic,https://posturi.gov.ro/anunt/paznic-517/,Școala Gimnazială Nr.2 Caracal,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Olt,https://posturi.gov.ro/?judet=Olt,Permanent,2024-09-11: New entry
Referent de specialitate gradul III,https://posturi.gov.ro/anunt/referent-de-specialitate-gradul-iii-4/,SPITALUL CLINIC DE CHIRURGIE ORO-MAXILO-FACIALĂ ”PROF. DR. DAN THEODORESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
CERCETATOR STIINTIFIC I,https://posturi.gov.ro/anunt/cercetator-stiintific-i-2/,INSTITUTUL DE CERCETARI PENTRU INTELIGENTA ARTIFICIALA „MIHAI DRAGANESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  9/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
"ANALIST GR.II, studii superioare la U.M. 02549 Satu Mare",https://posturi.gov.ro/anunt/analist-gr-ii-studii-superioare-la-u-m-02549-satu-mare/,U.M.02549 Satu Mare,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Satu Mare,https://posturi.gov.ro/?judet=Satu Mare,Permanent,2024-09-11: New entry
Ingrijitoare,https://posturi.gov.ro/anunt/ingrijitoare-455/,GRADINITA NR. 232,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Secretar PR,https://posturi.gov.ro/anunt/secretar-pr-2/,Institutul National pentru Cercetare si Formare Culturala,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Kinetoterapeut,https://posturi.gov.ro/anunt/kinetoterapeut-34/,"Spitalul de Boli Cronice Siret, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  17/09/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Temporar,2024-09-11: New entry
administrator financiar I S,https://posturi.gov.ro/anunt/administrator-financiar-i-s-62/,"Grădinița cu Program Prelungit Nr. 5, Vaslui ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Vaslui,https://posturi.gov.ro/?judet=Vaslui,Permanent,2024-09-11: New entry
Referent de specialitate,https://posturi.gov.ro/anunt/referent-de-specialitate-140/,Institutul National pentru Cercetare si Formare Culturala,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
medic specialist specialitatea boli infecțioase și medic specialist  medicină de laborator,https://posturi.gov.ro/anunt/medic-specialist-specialitatea-boli-infectioase-medic-specialist-medicina-de-laborator/,Spitalul Clinic de Boli Infecţioase Constanţa,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-11: New entry
Referent de specialitate S,https://posturi.gov.ro/anunt/referent-de-specialitate-s-3/,UNIVERSITATEA DE MEDICINĂ FARMACIE ȘTIINȚE ȘI TEHNOLOGIE GEPRGE EMIL PALADE DIN TÂRGU MUREȘ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Mureş,https://posturi.gov.ro/?judet=Mureş,Permanent,2024-09-11: New entry
Ingrijitor,https://posturi.gov.ro/anunt/ingrijitor-1935/,UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT DIN BUCURESTI,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1938/,"Colegiul Național „Dimitrie Cantemir”, Onești,  județul Bacău","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Permanent,2024-09-11: New entry
REFERENT DE SPECIALITATE DEBUTANT,https://posturi.gov.ro/anunt/referent-de-specialitate-debutant-56/,Institutul Regional de Gastroenterologie – Hepatologie “Prof. Dr. O. Fodor” Cluj Napoca ,"Funcție contractuală, Instituții regionale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
Referent II-IA – secretariat documente clasificate si arhiva – 2 posturi.,https://posturi.gov.ro/anunt/referent-ii-ia-secretariat-documente-clasificate-si-arhiva-2-posturi/,I.P.J. Hunedoara,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  18/09/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent,2024-09-11: New entry
Ingrijitor1M,https://posturi.gov.ro/anunt/ingrijitor1m/,Gradinita cu Program Prelungit Piticot,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-11: New entry
muncitor necalificat,https://posturi.gov.ro/anunt/muncitor-necalificat-224/,"Orașul Râșnov, județul Brașov","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-11: New entry
Administrator financiar II S,https://posturi.gov.ro/anunt/administrator-financiar-ii-s-23/,"Liceul Teoretic „Bathory Istvan”, Cluj-Napoca, județul Cluj","Funcție contractuală, Instituții naționale, Funcții de conducere","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
