judet,uat,echipa_interventie,fond_cinegetic_alungare,data_interventie,longitudine_alungare,latitudine_alungare,numar_raport_alungare,identificare_relocare,fond_cinegetic_relocare,data_relocare,longitudine_relocare,latitudine_relocare,numar_raport_relocare,identificare_eutanasiere,fond_cinegetic_eutanasiere,longitudine_eutanasiere,latitudine_eutanasiere,nr._raport_interventie_eutanasiere,identificare_impuscare,fond_cinegetic_impuscare,longitudine_impuscare,latitudine_impuscare,nr._raport_interventie_impuscare,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.449203,25.938581,9338/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,Femela de 6 ani cu doi pui care au fost alungati din curtea locuintei,Alungat,Crina Popa
,BĂTRÂNI,"Jandarmerie, primar, personal GFC , medic veterinar",BASCA FARA CALE 29,,45.10822,26.009703,5281/30.06.2025,,,,,,,,,,,,,,,,,Mascul,"Exemplar de 7 ani care a produs multe pagube in intravilan, in decurs de 15 zile a omorat mai multe ovine si a produs si pagube materiale",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 46 URS,TELEJENEL 28,01-07-2025,45.456043,25.947162,9356/01.07.2025,,,,,,,,,,,Mascul,"Exemplar de 3 ani care se afla in preajma locuintelor, a fost capturat si crotaliat cu PH  46 URS, relocat pe acelasi fond cinegetic",Relocat,Crina Popa
,GĂLEŞTI,"IJJ Mures, viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,24.72581,46.513137,1747/30.06.2025        8756/30.06.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilanul satului Maiad, com Galesti. Dupa mai multe alungari din intravilanul satului Miad, comisia de interventie a decis la tranchilizarea si relocarea exemplarelor insa din cauza vegetatiei abundente si al comportamentului agresiv al ursoaicei  nu s-a reusit.",Alungat,Nagy Hajnal
,GĂLEŞTI,"Viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,24.716426,46.519399,1771/01.07.2025      8828/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"S-a interevnit la alungarea unei ursoaice cu 2 pui din intravilanul satului Maiad, comuna Galesti. exemplarele au intrat de mai multe ori in gospodariile  oamenilor, omorand mai multe animale .",Alungat,Nagy Hajnal
,GĂLEŞTI,"Viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,24.716426,46.51939,1772/01.07.2025       8827/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaice cu 2 pui din intravilanul satului Maiad, com Galesti. Exemplarele au patruns de mai multe ori in gospodariile oamenilor omorand mai multe animale.",Alungat,Nagy Hajnal
,GĂLEŞTI,"IJJ Mures, viceprimar, reprezentant asociatie vanatoare, medic veterinar.",,,24.73382,46.494732,1776/02.07.2025    8884/02.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilanul satului Sanvasii, com Galesti, acestia patrunzand in gospodarii omorand mai multe gaini. S-a identificat ursoaica cu puii fiind aceeasi care intra in intravilanul satului Maiad si in intravilanul satului Bolintineni.",Alungat,Nagy Hajnal
,RÂMNICU VÂLCEA,"Reprezentant jandarmerie, reprezentant UAT, personal tehnic gestionar",,,45124652.0,24361476.0,24454,,,,,,,,,,,,,,,,,,"În urma apelului la 112 a fost semnalat prezența unui urs pe strada Liviu Rebreanu, Dealul Malului.  S- emis mesaj RO-ALERT.  Alungarea s-a făcut prin semnale luminoase și sonore.",Alungat,Anca Dicu
,CERNIŞOARA,"Reprezentant Jandarmerie, reprezentant UAT, personal tehnic gestionar",,,,,5777,,,,,,,,,,,,,,,,,,Ursul a fost văzut în două locuri diferite producând pagube materiale (distrugerea a doi stupi). A fost alungat prin mijloace acustice-luminoase a autospecialei de jandarmi.,Alungat,Anca Dicu
,LEMNIA,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",,2025-06-13,,,,,,,,,,,,,,,,LEMNIA 23,26.27801,46.071825,1/13.06.2025,Mascul,"În urma sesizării de prezența unei exemplare de urs în intravilanul localității care a provocat pagube prin atac, s-a convocat comisia de  intervenție imediată. Alungarea nu și-a dat rezultat dupa care s-a incercat tranchilizarea animalului la care a devenit agresiv  si sa decurs la extragere prin impuscare pentru apararea personalului. După împușcare anumalul a intrat într-o zonă cu vegetație abundentă unde căutarea în timpul nopții este riscantă asupra personalului tehnic. Comisia de intervenție a luat decizia de căutarea animalului în timpul zilei cu ajutorul câinilor de vânătoare, starea exemplarului: rănit.",Împușcare,Berde Lajos
,ÎNTORSURA BUZĂULUI,"viceprimar, paznic de vânătoare, medic veterinar",ZABRATAU 33,,26.0471,45.6712,23566/13.06.2025,,,,,,,,,,,,,,,,,Femela cu pui,Urșii au fost alungați cu ajutorul instrumentelor luminoase și sonore.,Alungat,Berde Lajos
,TURIA,"Viceprimar, jandarmerie, medic veterinar, paznic de vânătoare",TURIA 17,,25.944189,46.116578,5/18.06.2025,,,,,,,,,,,,,,,,,,"În data de 18.06.2025 a fost sesizat, prezenta unei exemplare de urs în incinta Hotelului Balvanyos resort pentru care a fost convocat comisia de intervenție imediată care a decis la alungarea exemplarului",Alungat,Berde Lajos
,TURIA,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,25.943629,46.116665,7_21.06.2025,,,,,,,,,,,,,,,,,Femela,În urma evenimentelor din zilele anterioare s-a sesizat din nou prezenta unei exemplare de urs in incinta Hotelului Balvanyos Resort. S-a Convocat comisia de inetrvenție care a incercat alungarea si tranchilizarea fără rezultat pozitiv.,Alungat,Berde Lajos
,BUDA,"Reprezentant IJJ Buzau, reprezentant UAT Buda, reprezentant vanatoare Dealurile Râmnicului",DEDULESTI 45,,45.3034,26.532,3414,,,,,,,,,,,,,,,,,,În urma apelului 112 echipa de intervenție s-a deplasat in satul Valea Largă.  A fost mancată 1 oaie în spatele casei proprietarului.,Alungat,Mihaela Ifrim
,PĂTÂRLAGELE,"reprezentant IJJ Buzău, reprezentant UAT Pătârlagele",PATARLAGELE 30,,,,5777,,,,,,,,,,,,,,,,,,"Echipa de intervenție a ajuns la fața locului, dar nu a mai fost găsit anumalul sălbatic în zonă.",Alungat,Mihaela Ifrim
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.458333,25.941951,9550/03.07.2025,,,,,,,,,,,,,,,,,Mascul,"Exemplar de 6 ani care se afla frecvent in intravilan, a fost alungat spre fondul forestier",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 047 URS,TELEJENEL 28,03-07-2025,45.457042,25.947862,9547/04.07.2025,,,,,,,,,,,Mascul,"Exemplar de 4 ani care se afla in preajma locuintelor, a fost capturat si crotaliat cu PH  047 URS, relocat pe acelasi fond cinegetic",Relocat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.447527,25.938051,9572/04.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 5 ani care se afla in gradina unei case, nu a produs pagube",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.262049,26.162298,9571/04.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,Urs  alungat din gospodariecu mijloace sonore si luminoase,Alungat,Crina Popa
,POSEŞTI,"Jandarmerie,  personal GFC, medic veterinar",CALDARUSANCA 31,,45.262049,26.162298,3772/04.07.2025,,,,,,,,,,,,,,,,,,Urs  alungat din gospodariecu mijloace sonore si luminoase,Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.45367,25.940854,9575/04.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 5 ani care se afla in curte, nu a produs pagube, se va monta cusca pentru capturare",Alungat,Crina Popa
,RÂŞNOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,,,11/03.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"În urma apelului la 112 echipa de interventie s-a deplasat pe str. Closca nr. 66, unde a fost identificata o ursoaică cu pui. Ursoaica a avut un comportament agresiv fata de membrii echipei de interventie. La fața locului existac distrugeri materiale provocate de urs, acesta omorând și păsări din gospodărie (porumbei).)",Alungat,Viorel Marean
,BRAŞOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,25.5509366,45.6077533,99378/03.07.2025,,,,,,,,,,,,,,,,,,"în urma unui apel la nr. de urgenta 112, prin care a fot sesizata prezenta unui exemplar de urs brun in parcarea din Poiana Mica, a fost convocata echipa de interventie, procedându-se la alungarea exemplarului de urs spre zona împădurita. S-au utilizat semnale acustice si luminoase.",Alungat,Viorel Marean
,BRAŞOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,25.5511408,45.5945535,99392/04.07.2025,,,,,,,,,,,,,,,,,,"În urma unui apel la 112 prin care a fost sesizată prezenta unui urs in zona Pensiunii Zimbru, echipa de intervenție s-a deplasat la fața locului și a procedat la alungarea a 2 exemplare de urs spre zona împădurită. Au fost utilizate mijloace luminoase, acustice și muniție de cauciuc.",Alungat,Viorel Marean
,BRAŞOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,25.5532511,45.5941176,99409/04.07.2025,,,,,,,,,,,,,,,,,,"În timpul patrulării pentru monitorizarea zonei Poiana Brașov, echipa de intervenție a observat 1 exemplar de urs vis-a-vis de restaurantul Capra Neagră. S-a procedat la alungarea exemplarului cu mijloace luminose, acustice și muniție de cauciuc.",Alungat,Viorel Marean
,RÂŞNOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,25.466168,45.577303,12/04.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,Ursoaica cu pui care aprodus pagube în gospodăria lui Adămuță Ovidiu s-a întors la cușca cu porumbei. Din cauza vegeației arbustive dese nu s-a reușit extragerea ei.  Acțiunea rămâne deschisă 24h,Altele,Viorel Marean
,BECENI,"Reprezentant IJJ Buzău, reprezentant UAT Beceni, paznic de vânătoare",BECENI 41,,45.342224,26.80074,8789,,,,,,,,,,,,,,,,,,"A fost semnalată prezenta unui urs la sână, prin apel la 112. Echipa de intervenție a ajuns în zonă și a folosit mijloace acustice pentru a se asigura că alungă animalul sălbatic din zona stânii.",Alungat,Mihaela Ifrim
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.450532,25.936036,9613/07.07.2025,,,,,,,,,,,,,,,,,,"La sosirea echipei, exemplarul de urs nu se mai afla la fata locului, proprietarul avea doua filmari cu ursul in gospodarie, s-a monitorizat zona, s-au folosit mijloace acustice pentru indepartare",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459969,25.940716,9614/07.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Femela de 6 ani cu doi pui care au fost alungati din zona locuintelor, nu au facut pagube, frecventeaza  des zona, s-a pus cusca pentru capturare",Alungat,Crina Popa
,CERAŞU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",SLON 30,,45.328522,26.042427,4858/07.07.2025,,,,,,,,,,,,,,,,,,"La sosirea echipei, exemplarul de urs nu se mai afla la fata locului,  s-a monitorizat zona, s-au folosit mijloace acustice pentru indepartare",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459275,25.949504,9615/07.07.2025,,,,,,,,,,,,,,,,,,"La sosirea echipei, exemplarul de urs nu se mai afla in curtea pensiunii, acesta a fost vazut intr-o gospodarie din vecinatate s-a monitorizat zona, s-au folosit mijloace acustice si luminoase pentru indepartare",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 048 URS,TELEJENEL 28,05-07-2025,45.456082,25.949019,9616/07.07.2025,,,,,,,,,,,Mascul,"Exemplar de 7 ani care a fost capturat si crotaliat cu PH  48 URS, relocat pe acelasi fond cinegetic",Relocat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.442717,25.93519,9617/07.07.2025,,,,,,,,,,,,,,,,,Mascul,"Exemplar de 5 ani care se afla in intraviloan, nu a produs pagube, a fost indepartat",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459457,25.94929,9618/07.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 7 ani care se afla in curte, unde a produs pagube materiale, in zona exista cusca pentru capturare",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 049 URS,TELEJENEL 28,06-07-2025,45.459457,25.94929,9619/07.07.2025,,,,,,,,,,,Mascul,"Exemplar de 8 ani care a fost capturat si crotaliat cu PH  49 URS, deoarece a produs mai multe pagube in zona, relocat pe acelasi fond cinegetic",Relocat,Crina Popa
,SLĂNIC-MOLDOVA,Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,26.439801,46.206999,6585/02.07.2027,,,,,,,,,,,,,,,,,,"In urma unui apel la 112, echipa de interventie a alungat un exemplar de urs cu ajutorul mijloacelor acustice si luminoase.",Alungat,Anca Macor
,PĂTÂRLAGELE,"Echipa-reprezentant  IJJ Buzau, reprezentant UAT Buzau",PATARLAGELE 30,,45.32161,26.35133,5886,,,,,,,,,,,,,,,,,,"A fost semnalată prezența unui urs in sat Crâng, în fata portii unor proprietari. In momentul in care s-a intrunit echipa, ursul nu mai era in zona.",Alungat,Mihaela Ifrim
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.311699,26.006564,9670/07.07.2025,,,,,,,,,,,,,,,,,,"Exemplar  care se afla in intravilan, nu se mai afla  la fata locului la sosirea echipei",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.45903,25.94919,9672/07.07.2025,,,,,,,,,,,,,,,,,Mascul,"Exemplar de 7 ani care se afla in curte, unde a produs pagube materiale, este vazut frecvent in zona, in zona exista cusca pentru capturare",Alungat,Crina Popa
,TURIA,"primar, jandarmerie, paznic de vânătoare, medic veterinar",,2025-06-20,,,,,,,,,,,,,,,,TURIA 17,25.943147,46.11689,6/23.06.2025,Femela cu pui,"În urma sesizărilor și evenimentelor din dta de 19.06.2025 a fost sesizat prezența urșilor în incinta Hotelului Balvanyos resort, pentru care a fost convocat comisia de intervenție. Procedura de alungare nu și-a dat rezultat, animalele au fost tranchilizate pentru relocare dar în timpul tranchilizării femela a devenit agresiv atacând membrii comisiei pentru care a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos
,ZAGON,"primar, jandarmerie, medic veterinar, paznic de vânătoare",ZAGON 29,,26.120073,45.782229,5838/20.06.2025,,,,,,,,,,,,,,,,,Femela cu pui,"La data de 19.06.2025, in jurul orelor 9:00  în zona terenurilor extravilane ale satului Păpăuți, unde este amplasată o stână, un cioban a fost atacat de un urs, acesta fiind preluat de un elicopter SMURD în stare gravă. Pe data de 20.06.2025 prin telefon direct de la primarul localității zagon s-a constituit echipa confrom Ordinului 81/2021 pentru apariția ursului care a atacat... . De asemenea în aceași zi la orele 21:05 același animal si-a făcut apariția atacând un alt cioban fiind apelat serviciul unic de urgență 112, de către proprietarul stânei, dar până la aparițoe echipei de intervenție, acesta a fost alungat.",Alungat,Berde Lajos
,ZAGON,"primar, jandarmerie, medic veterinar, paznic de vânătoare",,2025-06-20,,,,,,,,,,,,,,,,ZAGON 29,26.120073,45.782229,5839_20.06.2025,Femela cu pui,"Pe data 20.06.2025 prin telefon direct de la primarul localității Zagon s-a constituit echipa conform Ordin 81. Pentru apariția ursului care a atacat ciobanul inainte cu o zi. ca urmare sau adunat echipa de intervenție mai sus. S-a incercat alungarea, iar ursoaica a devenit agresivă neputând tranchiliza sa dispus recoltarea exemplarului respectivei si tranchilizarea celor 2 pui a ei să fie transportați la Bălan.",Împușcare,Berde Lajos
,TURIA,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",,2025-06-24,,,,,,,,,,,,,,,,TURIA 17,25.94361,46.117501,8/26.06.2025,Femela,"În urma sesizării prezenței unei exemplare de urs în incinta Hotelului Balvanyos Resort, s-a convocat comisia de intervenție. Pentru rezolvarea situației s-a incercat tranchilizarea animalului care ineinte de a efectua substanta efectul, a devenit agresiv atacand membrii echipei si a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos
,TURIA,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,26.047886,46.047693,9/26.06.2025,,,,,,,,,,,,,,,,,,În urma sesizărilor cu privire la prezenta unei exemplare de urs în intravilanul localității s-a convocat comisia de intervenție care a decis alungarea animalului cu diferite mijloace,Alungat,Berde Lajos
Covasna,ARCUŞ,"Primar, paznic de vânătoare, medic veterinar",SUGAS 9,,,,,TWPURS027,SUGAS 9,27-06-2025,26.15944444,46.61277778,4494_27.06.2025,,,,,,,,,,,Mascul,În data de 27.06.2025 a fost sesizat prezența unei exemplare de urs. S-a convocat comisia de intervenție care după alungarea nereușită s-a decis la tranchilizarea și relocarea exemplarului. După tranchilizare s-a observat că exemplarul a mai fost relocat. După identificare animalul a fost relocat.,Relocat,Berde Lajos
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.458341,25.942653,9693/08.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 4 ani care nu a mai fost gasit la sosirea echipei, nu mai era nici in imprejurimi",Alungat,Crina Popa
,TURIA,"primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,26.046317,46.052578,10/30.06.2025,,,,,,,,,,,,,,,,,,În urma sesizării prezenței de urs în intravilanul localității si a evenimentelor de atac din zilele trecute s-a convocat comisia de inetrvenție imediată. În fața locului s-a sesizat prezența unei exemplare care a fost alungat cu diferite mijloace.,Alungat,Berde Lajos
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 050 URS,TELEJENEL 28,08-07-2025,45.458415,25.949442,9694/08.07.2025,,,,,,,,,,,Mascul,"Exemplar de 8 ani care a fost capturat si crotaliat cu PH  050 URS, deoarece a produs mai multe pagube in zona, relocat pe acelasi fond cinegetic",Relocat,Crina Popa
Brașov,RÂŞNOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",,,,,,642098100342241 (URS 030),RASNOV 26,04-07-2025,25.472062,45.592491,13/14.07.2025,,,,,,,,,,,Femela,"Ursul monitorizat si alungat din Zona Nicolae Bălcescu, or. Rasnov a fost capturat si relocat în zona Proviță, u.a. 30B, FC 26 Râșnov, Exemplar de urs femela varsta cca. 1 an și 6 luni și 60 kg",Relocat,Viorel Marean
,RÂŞNOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,25.474271,45.589449,14/05.07.2025,,,,,,,,,,,,,,,,,,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 10.30.",Alungat,Viorel Marean
,RÂŞNOV,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,25.474271,45.589449,15/05.07.2025,,,,,,,,,,,,,,,,,,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 13.30.",Alungat,Viorel Marean
,TULGHEŞ,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,2025-03-24,,,,,,,,,,,,,,,,REZU MARE 7,25.687619,46.879012,1566/24.03.2025,Mascul,"In urma apelurilor repetate la numarul 112 echipa de interventie a incercat alungarea ursului care a revenit in repetate tanduri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard
,FUNDATA,"Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,45.456942,25.281942,2/27.06.2025,,,,,,,,,,,,,,,,,Femela cu pui,"În urma sesizărilor făcute de mai multe persoane s-au realizat acțiuni de alungare din intravilan în zona împădurită a mai multor exemplare de urs, Fundata - zona Drumu Carului.",Alungat,Iulia Ene
,PRAID,"ersonal jandarmerie, reprezentant UAT",CORUND 39,,25.114998,46.532934,5614/03.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice.,Alungat,Szabo Szilard
,PRAID,"Personal jandarmerie, reprezentant UAT",CORUND 39,,25.122849,46.529476,5361/24.06.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,FUNDATA,"Reprezentant UAT, Personal GFC, Medic veterinar, Apelant",MOECIU 28,,45.456942,26.281342,3/28.06.2025,,,,,,,,,,,,,,,,,Mascul,"În urma apelului la 112, echipa de intervenție s-a deplasat în Fundata, nr. 3G și a alungat un exemplar de urs din curtea unui imobil în zona împădurită.",Alungat,Iulia Ene
,PRAID,"ersonal jandarmerie, reprezentant UAT",CORUND 39,,25.12054,46.526509,5365/24.06.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice .,Alungat,Szabo Szilard
,TOPLIŢA,"ersonal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,25.355637,46.912627,27381/01.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,FUNDATA,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,25.2819426,45.456942,4/04.07.2025,,,,,,,,,,,,,,,,,,"În urma apelului la 112, echipa de intervenție a alungat 2 exemplare de urs din gospodăriile unor persoane din zona Drumu Carului. Exemplare alungate cu dificultate.",Alungat,Iulia Ene
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOIVODEASA 2,,25.481519,46.989715,27382/01.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,FUNDATA,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,25.281442,45.456942,5/05.07.2025,,,,,,,,,,,,,,,,,Mascul,"În urma apelului la 112, echipa de intervenție a alungat un exemplar de urs dintr-o gospodărie, Fundata nr. 2E.",Alungat,Iulia Ene
,SÂNDOMINIC,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,2025-06-30,,,,,,,,,,,,,,,642090002103649,BALAN 15,25.8048911,46.6147846,4074/30.06.2025,Femela,"Echipa de interventie a incercat alungarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard
,FUNDATA,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",,,,,,,,,,,,,MOECIU 28,25.283442,45.457384,6/07.07.2025,,,,,,Mascul,"În urma apelurilor repetate la 112, in zona Drumu Carului - exemplar de urs care intra frecvent în gospodării - s-a amplasat cușca pentru capturare. Exemplarul capturat a fost tranchilizat și eutanasiat.",Eutanasiat,Iulia Ene
,CIUCSÂNGEORGIU,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",SANMARTIN 24,,25.958038,46.351644,3032/23.06.2025,,,,,,,,,,,,,,,,,Femela cu pui,Echipa de interventie a efectuat alungarea unei femele de urs cu 2 pui din intravilanul localitatii prin mijloace acustice.,Alungat,Szabo Szilard
,MOIECIU,"Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",,,,,,,,,,,,,MOECIU 28,25.315087,45.495808,6385/03.07.2025,,,,,,Mascul,"Exemplar de urs care a pătruns în mod repetat în gospodăriile oamenilor, a omorât 2 bovine a fost capturat în cușcă și eutanasiat.",Eutanasiat,Iulia Ene
,CIUCSÂNGEORGIU,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,2025-06-21,,,,,,,,,,,,,,,,SANMARTIN 24,25.964162,46.349577,3033/23.06.2025,Femela,"Echipa de interventie a incercat tranchilizarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard
,PREDEAL,"Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",TIMIS 18,,25.577891,45.506761,11383/08.07.2025,,,,,,,,,,,,,,,,,,Exemplar de urs alungat de pe strada Eroilor II  în zona împădurită cu petarde.,Alungat,Iulia Ene
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,25.290337,46.948866,fn./02.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice,Alungat,Szabo Szilard
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,2025-07-02,,,,,,,,,,,,,,,,TOPLITA 1,25.2899681,46.9456348,fn./02.07.2025,Femela cu pui,"Echipa de interventie a incercat alungarea ursului din intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,25.2898507,46.9458751,fn./01.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,25.3446367,46.9181203,fn/02.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,25.355603,46.930784,27378/01.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
