denumire,status,stare,tip,remediere,culoare,Lat,Long
4 Socului,functionale,Functionare normala,-,,#008217,44.436122139726,26.158679897014
5 Socului,functionale,Functionare normala,-,,#008217,44.439798,26.158728
6 Pantelimon,functionale,Functionare normala,-,,#008217,44.4433155,26.1588575
8 C4/2,functionale,Functionare normala,-,,#008217,44.423698953008,26.158940195893
3X,functionale,Functionare normala,-,,#008217,44.43337195163,26.159412894087
Parohia Bisericii Balta Alba,functionale,Functionare normala,-,,#008217,44.434333,26.159944
8 Placare-T,functionale,Functionare normala,-,,#008217,44.412379993968,26.160062280551
1 Socului,functionale,Functionare normala,-,,#008217,44.438338311125,26.160771703201
D 16,functionale,Functionare normala,-,,#008217,44.429904793384,26.160802166973
INCERC,functionale,Functionare normala,-,,#008217,44.440664,26.160846
1 Carei,functionale,Functionare normala,-,,#008217,44.436316336103,26.161319145551
13 Pantelimon,functionale,Functionare normala,-,,#008217,44.4423038,26.1615087
7 C4/2,functionale,Functionare normala,-,,#008217,44.422510319579,26.161838957175
C4,functionale,Functionare normala,-,,#008217,44.43248485554,26.162094813778
7 Placare-T,functionale,Functionare normala,-,,#008217,44.412199439161,26.162141939986
5 C4/2,functionale,Functionare normala,-,,#008217,44.414426037014,26.162280048278
24 Delfinului,avarii,Remediere avarie circuit primar conducta DN-800,Oprire ACC,23.08.2024 23:00,#e0002b,44.444122161601,26.162282683397
6C4/2,functionale,Functionare normala,-,,#008217,44.419406578109,26.162431708624
7 Muncii,avarii,Remediere avarie circuit primar - Zona Basarabia,Oprire ACC,23.08.2024 23:00,#e0002b,44.436606873327,26.16290386386
C.F.,functionale,Functionare normala,-,,#008217,44.407139,26.162917
B.N.,functionale,Functionare normala,-,,#008217,44.406528,26.162944
Z.A.,functionale,Functionare normala,-,,#008217,44.406389,26.163056
7 Pantelimon,functionale,Functionare normala,-,,#008217,44.443113,26.163193
SC.3C3/1,functionale,Functionare normala,-,,#008217,44.434949,26.163942
2 Baia de Arama,avarii,Remediere avarie circuit primar - (str./Bd.Basarabia),Oprire ACC,23.08.2024 23:30,#e0002b,44.435041440153,26.164063528901
1 C3/1,functionale,Functionare normala,-,,#008217,44.432576444788,26.164120976753
4XA,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.425684399599,26.164256898084
8X,functionale,Functionare normala,-,,#008217,44.428732862098,26.164284757827
M14,functionale,Functionare normala,-,,#008217,44.430239950699,26.164821616478
5Placare-T,functionale,Functionare normala,-,,#008217,44.410525296612,26.164878355582
1 C5/1,functionale,Functionare normala,-,,#008217,44.422963473235,26.165034386053
14 C5/2,functionale,Functionare normala,-,,#008217,44.414625074846,26.165138400148
Spitalul Constantin Gorgos,functionale,Functionare normala,-,,#008217,44.42075,26.165306
Asociatia Medicala TITAN,functionale,Functionare normala,-,,#008217,44.42075,26.165306
8 Muncii,avarii,Remediere avarie circuit primar - Zona Basarabia,Oprire ACC,23.08.2024 23:00,#e0002b,44.437298987303,26.165320448924
4Placare-T,functionale,Functionare normala,-,,#008217,44.411901076775,26.165768001352
SC.2Viisoara,functionale,Functionare normala,-,,#008217,44.42819,26.16594
1 Nufarul,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.424850872174,26.166077592891
4X,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.426610607656,26.166479324092
SC.G3,functionale,Functionare normala,-,,#008217,44.431161346397,26.166555258132
SC.G2,functionale,Functionare normala,-,,#008217,44.433178642701,26.167490509867
2 C5/1,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.423883141331,26.168492290267
15 C5/2,functionale,Functionare normala,-,,#008217,44.414496649141,26.168737515476
1L. Patrascanu,functionale,Functionare normala,-,,#008217,44.435290160568,26.168910455302
SC.4C3/2,functionale,Functionare normala,-,,#008217,44.426114963011,26.169474887703
5X,functionale,Functionare normala,-,,#008217,44.429545954854,26.169704528374
1 Hatisului,functionale,Functionare normala,-,,#008217,44.445341554123,26.169759214288
8 Pantelimon,functionale,Functionare normala,-,,#008217,44.4427056,26.1698271
4C5/1,functionale,Functionare normala,-,,#008217,44.41849837055,26.170011235647
Directia Generala a Finantelor Publice,functionale,Functionare normala,-,,#008217,44.432733,26.170043
3 C5/1,functionale,Functionare normala,-,,#008217,44.417417626836,26.170082315207
MY,functionale,Functionare normala,-,,#008217,44.435973989097,26.170867995729
9 Pantelimon,functionale,Functionare normala,-,,#008217,44.441830977511,26.170926536434
SC.1Cornisa,functionale,Functionare normala,-,,#008217,44.431364890841,26.170994379364
1CORNISA,functionale,Functionare normala,-,,#008217,44.431364890841,26.170994379364
Lic. Nichita Stanescu,functionale,Functionare normala,-,,#008217,44.433806,26.171111
7C3/2,functionale,Functionare normala,-,,#008217,44.428428923439,26.171201593318
6Placare-T,deficiente,Lipsa parametrii pentru livrare apa calda de consum in perioada reviziei CTE Sud si alimentarii din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.409617281794,26.17147765595
18 C5/2,functionale,Functionare normala,-,,#008217,44.414433834924,26.171497948518
5 C3/2,functionale,Functionare normala,-,,#008217,44.426315268956,26.172041812449
16 Vergului,functionale,Functionare normala,-,,#008217,44.438149411793,26.172563884829
P.D.,functionale,Functionare normala,-,,#008217,44.431139,26.172722
Scoala Arte si Meserii,functionale,Functionare normala,-,,#008217,44.443659,26.172722
Biserica Marcuta,functionale,Functionare normala,-,,#008217,44.444579,26.1728
13 C5/2,deficiente,Lipsa parametrii pentru livrare apa calda de consum in perioada reviziei CTE Sud si alimentarii din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.412416425889,26.172854420616
Spitalul Sfantu Pantelimon,functionale,Functionare normala,-,,#008217,44.441257,26.17304
17 C5/2,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.421162624555,26.17370415348
1Placare-T,functionale,Functionare normala,-,,#008217,44.408871946674,26.174141581033
8C3/2,functionale,Functionare normala,-,,#008217,44.428819508804,26.174224981189
2 Placare-T,functionale,Functionare normala,-,,#008217,44.405837749762,26.174757171313
5 C5/2,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.422311731477,26.17490546085
6 C5/2,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.418225379862,26.175192049848
Infoservice,functionale,Functionare normala,-,,#008217,44.438646,26.175272
12 C5/2,functionale,Functionare normala,-,,#008217,44.412252237946,26.175364827674
10 Pantelimon,functionale,Functionare normala,-,,#008217,44.439970758232,26.175389836374
SC.6C3/2,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.425507801638,26.175493379008
6X,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.427268506204,26.175814231754998
8A,functionale,Functionare normala,-,,#008217,44.415002282063,26.176025562158
14 Pantelimon,functionale,Functionare normala,-,,#008217,44.442673632762,26.176152566373
CONDOR,functionale,Functionare normala,-,,#008217,44.438532,26.176155
P.Dr.,functionale,Functionare normala,-,,#008217,44.425109,26.176806
V.E.A.,functionale,Functionare normala,-,,#008217,44.416839,26.176948
L.P.,functionale,Functionare normala,-,,#008217,44.416983,26.177146
11 C5/2,functionale,Functionare normala,-,,#008217,44.413925793017,26.177264921577
8 C5/2,functionale,Functionare normala,-,,#008217,44.417845889585,26.177313867111
3 Placare-T,functionale,Functionare normala,-,,#008217,44.4081905985,26.17771609698
23 C5/2,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.422471034674,26.178008578144
11 Pantelimon,functionale,Functionare normala,-,,#008217,44.43989588642,26.178545035088
9 C5/2,functionale,Functionare normala,-,,#008217,44.416582456464,26.178722309387
10 Nefamilisti,avarii,Remediere avarie retea primara tronson CV7-CG5-CGS,Oprire ACC,23.08.2024 23:00,#e0002b,44.423988948948,26.17879244553
Spitalul Malaxa,functionale,Functionare normala,-,,#008217,44.438545,26.178922
10 C5/2,functionale,Functionare normala,-,,#008217,44.413851847201,26.179507746862
24 C5/2,functionale,Functionare normala,-,,#008217,44.410460896109,26.180190150428
15 ABC,functionale,Functionare normala,-,,#008217,44.4398103,26.1816397
SC IOR SA,functionale,Functionare normala,-,,#008217,44.410972,26.181806
Cosmos Vechi,functionale,Functionare normala,-,,#008217,44.4415445,26.1821383
Cosmos Extindere,functionale,Functionare normala,-,,#008217,44.441399551104,26.182280633416
16 C5/2,functionale,Functionare normala,-,,#008217,44.413559535412,26.18399300413
21 C5/2,functionale,Functionare normala,-,,#008217,44.417138835453,26.184205406883
